submission_date,state_name,tot_cases,new_cases,tot_deaths,new_deaths
4/15/2020,Pennsylvania,26490,1145,647,63
4/15/2020,Alaska,293,8,9,0
4/15/2020,Tennessee,5836,13,134,10
4/15/2020,Massachusetts,29918,1755,1108,151
4/15/2020,New Jersey,71030,2206,3156,351
4/15/2020,Montana,415,11,7,0
4/15/2020,California,24424,1086,821,63
4/15/2020,Wisconsin,3721,166,182,12
4/15/2020,New Hampshire,1139,48,32,5
4/15/2020,Federated States of Micronesia,0,0,0,0
4/15/2020,Illinois,24593,1346,948,80
4/15/2020,North Dakota,365,24,9,0
4/15/2020,Connecticut,14755,766,868,260
4/15/2020,Nebraska,952,51,21,1
4/15/2020,Virgin Islands,51,0,1,0
4/15/2020,Vermont,759,9,30,1
4/15/2020,Idaho,1587,101,41,2
4/15/2020,Mississippi,3624,264,129,7
4/15/2020,Washington,10783,89,567,21
4/15/2020,Alabama,4241,288,75,2
4/15/2020,Maine,770,36,24,4
4/15/2020,Minnesota,1862,53,90,3
4/15/2020,North Carolina,5123,99,117,9
4/15/2020,Nevada,3211,123,137,7
4/15/2020,Oregon,1663,30,58,3
4/15/2020,Maryland,10784,752,459,46
4/15/2020,Wyoming,393,-101,2,1
4/15/2020,Michigan,28059,1058,1921,153
4/15/2020,Guam,135,0,5,0
4/15/2020,Missouri,4895,209,147,14
4/15/2020,Virginia,6889,389,208,13
4/15/2020,District of Columbia,2197,139,72,5
4/15/2020,Louisiana,21951,433,1103,90
4/15/2020,South Carolina,3765,95,137,6
4/15/2020,Delaware,2014,88,46,3
4/15/2020,Rhode Island,3529,160,87,7
4/15/2020,Kentucky,2291,81,122,7
4/15/2020,Arizona,3962,156,142,11
4/15/2020,Indiana,8955,428,436,49
4/15/2020,Texas,15492,868,364,46
4/15/2020,Kansas,1494,17,76,5
4/15/2020,Hawaii,535,11,9,0
4/15/2020,Northern Mariana Islands,13,0,2,0
4/15/2020,Republic of Palau,0,0,0,0
4/15/2020,Florida,21865,881,614,43
4/15/2020,West Virginia,718,24,12,2
4/15/2020,Utah,2637,184,21,1
4/15/2020,Puerto Rico,974,51,51,6
4/16/2020,Hawaii,544,9,9,0
4/16/2020,Puerto Rico,1043,69,56,5
4/16/2020,Florida,22674,809,668,54
4/16/2020,Texas,16455,963,393,29
4/16/2020,Iowa,2141,146,60,7
4/16/2020,Marshall Islands,0,0,0,0
4/16/2020,Oregon,1736,73,64,6
4/16/2020,Washington,11152,369,583,16
4/16/2020,New Hampshire,1211,72,34,2
4/16/2020,Rhode Island,3969,440,114,27
4/16/2020,Wyoming,401,8,2,0
4/16/2020,Connecticut,15884,1129,971,103
4/16/2020,Guam,135,0,5,0
4/16/2020,Mississippi,3793,169,140,11
4/16/2020,Montana,422,7,8,1
4/16/2020,California,26182,1758,890,69
4/16/2020,Virginia,7491,602,231,23
4/16/2020,North Dakota,393,28,9,0
4/16/2020,Kentucky,2429,138,129,7
4/16/2020,Nebraska,1066,114,24,3
4/16/2020,Louisiana,22532,581,1156,53
4/16/2020,Michigan,29263,1204,2093,172
4/16/2020,Illinois,25733,1140,1072,124
4/16/2020,Missouri,5111,216,152,5
4/16/2020,Vermont,768,9,35,5
4/16/2020,District of Columbia,2350,153,81,9
4/16/2020,Maryland,11572,788,494,35
4/16/2020,Minnesota,2013,151,101,11
4/16/2020,Maine,796,26,27,3
4/16/2020,South Carolina,4033,268,146,9
4/16/2020,Federated States of Micronesia,0,0,0,0
4/16/2020,Arizona,4234,272,150,8
4/16/2020,Delaware,2075,61,52,6
4/16/2020,Virgin Islands,53,2,1,0
4/16/2020,New Jersey,75317,4287,3518,362
4/16/2020,Alabama,4404,163,82,7
4/16/2020,Wisconsin,3875,154,197,15
4/16/2020,Indiana,9542,587,477,41
4/16/2020,Idaho,1609,22,41,0
4/16/2020,North Carolina,5465,342,131,14
4/16/2020,Nevada,3321,110,142,5
4/16/2020,Utah,2760,123,22,1
4/16/2020,Georgia,15808,989,624,45
4/16/2020,West Virginia,739,21,13,1
4/16/2020,Ohio,8414,623,389,28
4/16/2020,Northern Mariana Islands,13,0,2,0
4/16/2020,Alaska,300,7,9,0
4/16/2020,Massachusetts,32181,2263,1245,137
4/16/2020,Republic of Palau,0,0,0,0
4/16/2020,American Samoa,0,0,0,0
4/16/2020,New Mexico,1597,113,44,8
4/16/2020,Arkansas,1635,52,37,4
4/16/2020,Tennessee,6262,426,141,7
4/16/2020,Oklahoma,2359,96,131,8
4/16/2020,Kansas,1588,94,80,4
4/16/2020,South Dakota,1311,143,7,1
4/16/2020,Pennsylvania,27735,1245,707,60
4/16/2020,Colorado,8582,302,373,16
4/17/2020,American Samoa,0,0,0,0
4/17/2020,Northern Mariana Islands,14,1,2,0
4/17/2020,Pennsylvania,29442,1707,756,49
4/17/2020,Tennessee,6330,68,141,0
4/17/2020,Colorado,9047,465,391,18
4/17/2020,Puerto Rico,1068,25,58,2
4/17/2020,Utah,2805,45,23,1
4/17/2020,Oklahoma,2465,106,136,5
4/17/2020,New Mexico,1711,114,51,7
4/17/2020,South Dakota,1411,100,7,0
4/17/2020,West Virginia,775,36,16,3
4/17/2020,Kansas,1760,172,88,8
4/17/2020,Alabama,4572,168,96,14
4/17/2020,Vermont,779,11,35,0
4/17/2020,South Carolina,4191,158,150,4
4/17/2020,Virgin Islands,54,1,2,1
4/17/2020,Federated States of Micronesia,0,0,0,0
4/17/2020,Minnesota,2174,161,115,14
4/17/2020,Nebraska,1138,72,24,0
4/17/2020,Virginia,8053,562,231,0
4/17/2020,Louisiana,23118,586,1213,57
4/17/2020,Connecticut,16809,925,1036,65
4/17/2020,Idaho,1655,46,43,2
4/17/2020,New Jersey,78467,3150,3840,322
4/17/2020,Maine,827,31,29,2
4/17/2020,Kentucky,2522,93,137,8
4/17/2020,California,27528,1346,985,95
4/17/2020,Rhode Island,4177,208,118,4
4/17/2020,New Hampshire,1287,76,37,3
4/17/2020,Montana,422,0,8,0
4/17/2020,Missouri,5283,172,165,13
4/17/2020,Illinois,27575,1842,1134,62
4/17/2020,Washington,11445,293,603,20
4/17/2020,Delaware,2323,248,61,9
4/17/2020,Wyoming,412,11,2,0
4/17/2020,Arizona,4507,273,169,19
4/17/2020,Mississippi,3793,0,140,0
4/17/2020,Guam,136,1,5,0
4/17/2020,North Dakota,439,46,9,0
4/17/2020,Maryland,11572,0,494,0
4/17/2020,Wisconsin,4045,170,205,8
4/17/2020,Michigan,29952,689,2226,133
4/17/2020,Nevada,3524,203,151,9
4/17/2020,North Carolina,5859,394,152,21
4/17/2020,Indiana,10154,612,519,42
4/17/2020,District of Columbia,2476,126,86,5
4/17/2020,Oregon,1785,49,70,6
4/17/2020,Massachusetts,34402,2221,1404,159
4/17/2020,Marshall Islands,0,0,0,0
4/17/2020,Republic of Palau,0,0,0,0
4/17/2020,Ohio,9107,693,418,29
4/17/2020,Georgia,16716,908,661,37
4/17/2020,Florida,24066,1392,726,58
4/17/2020,Arkansas,1702,67,40,3
4/17/2020,Hawaii,564,20,9,0
4/17/2020,Texas,17371,916,428,35
4/17/2020,Alaska,309,9,9,0
4/17/2020,Iowa,2332,191,64,4
4/18/2020,West Virginia,825,50,18,2
4/18/2020,Kansas,1811,51,88,0
4/18/2020,Marshall Islands,0,0,0,0
4/18/2020,Texas,18260,889,453,25
4/18/2020,Arkansas,1777,75,41,1
4/18/2020,Ohio,10222,1115,451,33
4/18/2020,Florida,24797,731,748,22
4/18/2020,Alaska,314,5,9,0
4/18/2020,Tennessee,6763,433,145,4
4/18/2020,Pennsylvania,31070,1628,836,80
4/18/2020,Massachusetts,36372,1970,1560,156
4/18/2020,Connecticut,17550,741,1086,50
4/18/2020,District of Columbia,2666,190,91,5
4/18/2020,New Hampshire,1342,55,38,1
4/18/2020,Maryland,12308,736,534,40
4/18/2020,Arizona,4719,212,177,8
4/18/2020,Vermont,803,24,38,3
4/18/2020,Minnesota,2213,39,121,6
4/18/2020,Wyoming,423,11,2,0
4/18/2020,Nebraska,1287,149,28,4
4/18/2020,Delaware,2538,215,67,6
4/18/2020,Michigan,30717,765,2307,81
4/18/2020,Virgin Islands,54,0,3,1
4/18/2020,South Carolina,4354,163,161,11
4/18/2020,Montana,426,4,10,2
4/18/2020,Rhode Island,4491,314,137,19
4/18/2020,North Carolina,6140,281,164,12
4/18/2020,Washington,11802,357,624,21
4/18/2020,Indiana,10641,487,545,26
4/18/2020,Idaho,1668,13,44,1
4/18/2020,Louisiana,23580,462,1267,54
4/18/2020,Kentucky,2707,185,144,7
4/18/2020,Virginia,8053,0,258,27
4/18/2020,Mississippi,3974,181,152,12
4/18/2020,North Dakota,528,89,9,0
4/18/2020,Illinois,29160,1585,1259,125
4/18/2020,Nevada,3626,102,155,4
4/18/2020,Maine,847,20,32,3
4/18/2020,Federated States of Micronesia,0,0,0,0
4/18/2020,California,28963,1435,1072,87
4/18/2020,New Jersey,81436,2969,4070,230
4/18/2020,Oregon,1844,59,72,2
4/18/2020,Guam,136,0,5,0
4/18/2020,Wisconsin,4199,154,211,6
4/18/2020,Missouri,5517,234,175,10
4/18/2020,Alabama,4723,151,113,17
4/18/2020,American Samoa,0,0,0,0
4/18/2020,New Mexico,1798,87,53,2
4/18/2020,Iowa,2513,181,74,10
4/18/2020,Utah,2946,141,25,2
4/18/2020,Oklahoma,2570,105,139,3
4/18/2020,Hawaii,572,8,9,0
4/18/2020,Northern Mariana Islands,14,0,2,0
4/18/2020,Georgia,17068,352,670,9
4/18/2020,Colorado,9433,386,411,20
4/18/2020,Republic of Palau,0,0,0,0
4/18/2020,Puerto Rico,1118,50,60,2
4/18/2020,South Dakota,1542,131,7,0
4/19/2020,Puerto Rico,1213,95,62,2
4/19/2020,American Samoa,0,0,0,0
4/19/2020,Republic of Palau,0,0,0,0
4/19/2020,Ohio,11602,1380,471,20
4/19/2020,Massachusetts,38077,1705,1706,146
4/19/2020,Colorado,9634,201,421,10
4/19/2020,New Mexico,1845,47,55,2
4/19/2020,Kansas,1849,38,92,4
4/19/2020,Tennessee,6796,33,147,2
4/19/2020,Northern Mariana Islands,14,0,2,0
4/19/2020,Alabama,4946,223,165,52
4/19/2020,Arizona,4929,210,184,7
4/19/2020,Maryland,13684,1376,582,48
4/19/2020,South Carolina,4492,138,166,5
4/19/2020,California,28963,0,1072,0
4/19/2020,Vermont,812,9,38,0
4/19/2020,Federated States of Micronesia,0,0,0,0
4/19/2020,Virginia,8990,937,300,42
4/19/2020,Guam,136,0,5,0
4/19/2020,New Hampshire,1392,50,41,3
4/19/2020,Indiana,11210,569,562,17
4/19/2020,Mississippi,4512,538,169,17
4/19/2020,Washington,11790,-12,635,11
4/19/2020,Maine,867,20,34,2
4/19/2020,Oregon,1910,66,74,2
4/19/2020,Montana,433,7,10,0
4/19/2020,Kentucky,2960,253,148,4
4/19/2020,Illinois,30357,1197,1290,31
4/19/2020,Wyoming,426,3,2,0
4/19/2020,Michigan,31424,707,2391,84
4/19/2020,Minnesota,2470,257,143,22
4/19/2020,Louisiana,23928,348,1296,29
4/19/2020,District of Columbia,2793,127,96,5
4/19/2020,Delaware,2745,207,72,5
4/19/2020,Nebraska,1474,187,28,0
4/19/2020,North Dakota,585,57,10,1
4/19/2020,North Carolina,6493,353,172,8
4/19/2020,Rhode Island,4706,215,150,13
4/19/2020,Connecticut,17962,412,1127,41
4/19/2020,Virgin Islands,53,-1,3,0
4/19/2020,Wisconsin,4346,147,220,9
4/19/2020,Idaho,1672,4,45,1
4/19/2020,Missouri,5667,150,176,1
4/19/2020,Nevada,3728,102,157,2
4/19/2020,New Jersey,85301,3865,4202,132
4/19/2020,Hawaii,576,4,10,1
4/19/2020,Iowa,2902,389,75,1
4/19/2020,West Virginia,863,38,18,0
4/19/2020,Utah,3151,205,28,3
4/19/2020,Florida,25598,801,774,26
4/19/2020,Georgia,17573,505,691,21
4/19/2020,Texas,18923,663,477,24
4/19/2020,Pennsylvania,32284,1214,1112,276
4/19/2020,Arkansas,1781,4,40,-1
4/19/2020,Alaska,319,5,9,0
4/19/2020,Oklahoma,2599,29,140,1
4/19/2020,South Dakota,1635,93,7,0
4/19/2020,Marshall Islands,0,0,0,0
4/20/2020,American Samoa,0,0,0,0
4/20/2020,Hawaii,578,2,10,0
4/20/2020,Massachusetts,39643,1566,1809,103
4/20/2020,Tennessee,7239,443,152,5
4/20/2020,West Virginia,902,39,24,6
4/20/2020,Iowa,3159,257,79,4
4/20/2020,Puerto Rico,1213,0,62,0
4/20/2020,Pennsylvania,33232,948,1204,92
4/20/2020,Arkansas,1964,183,42,2
4/20/2020,Northern Mariana Islands,14,0,0,-2
4/20/2020,Oklahoma,2680,81,143,3
4/20/2020,Indiana,11686,476,569,7
4/20/2020,California,30978,2015,1208,136
4/20/2020,New Jersey,88806,3505,4377,175
4/20/2020,North Dakota,627,42,13,3
4/20/2020,Guam,136,0,5,0
4/20/2020,Alabama,5424,478,147,-18
4/20/2020,Federated States of Micronesia,0,0,0,0
4/20/2020,Missouri,5807,140,177,1
4/20/2020,Wisconsin,4499,153,230,10
4/20/2020,Wyoming,428,2,2,0
4/20/2020,North Carolina,6764,271,179,7
4/20/2020,Oregon,1956,46,75,1
4/20/2020,Louisiana,24523,595,1328,32
4/20/2020,Michigan,32000,576,2468,77
4/20/2020,Kentucky,3050,90,154,6
4/20/2020,Montana,437,4,12,2
4/20/2020,Vermont,816,4,38,0
4/20/2020,Virginia,9630,640,324,24
4/20/2020,Virgin Islands,54,1,3,0
4/20/2020,Arizona,5064,135,187,3
4/20/2020,New Hampshire,1447,55,42,1
4/20/2020,Mississippi,4716,204,183,14
4/20/2020,Illinois,31508,1151,1349,59
4/20/2020,Maine,875,8,35,1
4/20/2020,Nebraska,1648,174,33,5
4/20/2020,Rhode Island,5090,384,155,5
4/20/2020,Delaware,2745,0,72,0
4/20/2020,South Carolina,4558,66,172,6
4/20/2020,Washington,12085,295,652,17
4/20/2020,Nevada,3830,102,164,7
4/20/2020,Idaho,1736,64,48,3
4/20/2020,Connecticut,19815,1853,1331,204
4/20/2020,Minnesota,2567,97,160,17
4/20/2020,District of Columbia,2927,134,105,9
4/20/2020,Maryland,14193,509,652,70
4/20/2020,Georgia,18416,843,782,91
4/20/2020,Alaska,321,2,9,0
4/20/2020,Kansas,1986,137,100,8
4/20/2020,Colorado,10019,385,448,27
4/20/2020,Ohio,12919,1317,509,38
4/20/2020,Florida,26329,731,823,49
4/20/2020,Utah,3259,108,32,4
4/20/2020,Marshall Islands,0,0,0,0
4/20/2020,Republic of Palau,0,0,0,0
4/20/2020,New Mexico,1971,126,58,3
4/20/2020,South Dakota,1685,50,7,0
4/20/2020,Texas,19458,535,495,18
4/21/2020,Tennessee,7394,155,157,5
4/21/2020,Arkansas,2262,298,43,1
4/21/2020,Ohio,13725,806,557,48
4/21/2020,Georgia,19028,612,821,39
4/21/2020,Texas,20196,738,517,22
4/21/2020,Florida,27127,798,867,44
4/21/2020,Puerto Rico,1213,0,62,0
4/21/2020,West Virginia,914,12,26,2
4/21/2020,Pennsylvania,34528,1296,1564,360
4/21/2020,Alaska,329,8,9,0
4/21/2020,Northern Mariana Islands,14,0,2,2
4/21/2020,New Hampshire,1491,44,42,0
4/21/2020,Connecticut,20360,545,1423,92
4/21/2020,Vermont,818,2,40,2
4/21/2020,Maryland,14775,582,698,46
4/21/2020,Delaware,3200,455,89,17
4/21/2020,North Carolina,6951,187,213,34
4/21/2020,Minnesota,2721,154,179,19
4/21/2020,Missouri,5941,134,189,12
4/21/2020,Arizona,5251,187,208,21
4/21/2020,Idaho,1766,30,51,3
4/21/2020,Alabama,5668,244,180,33
4/21/2020,Oregon,2002,46,78,3
4/21/2020,Guam,136,0,5,0
4/21/2020,Maine,888,13,36,1
4/21/2020,Federated States of Micronesia,0,0,0,0
4/21/2020,Montana,439,2,13,1
4/21/2020,Virgin Islands,54,0,3,0
4/21/2020,Mississippi,4716,0,183,0
4/21/2020,New Jersey,92387,3581,4753,376
4/21/2020,Illinois,33059,1551,1468,119
4/21/2020,Michigan,32967,967,2700,232
4/21/2020,District of Columbia,3098,171,112,7
4/21/2020,Washington,12282,197,682,30
4/21/2020,Wyoming,441,13,6,4
4/21/2020,Nebraska,1722,74,38,5
4/21/2020,California,33261,2283,1268,60
4/21/2020,Wisconsin,4620,121,242,12
4/21/2020,Nevada,3937,107,170,6
4/21/2020,Kentucky,3192,142,171,17
4/21/2020,North Dakota,644,17,13,0
4/21/2020,Indiana,12097,411,630,61
4/21/2020,Louisiana,24854,331,1405,77
4/21/2020,Virginia,9630,0,324,0
4/21/2020,South Carolina,4739,181,179,7
4/21/2020,Rhode Island,5716,626,181,26
4/21/2020,Marshall Islands,0,0,0,0
4/21/2020,Iowa,3641,482,83,4
4/21/2020,American Samoa,0,0,0,0
4/21/2020,New Mexico,2072,101,65,7
4/21/2020,Utah,3369,110,34,2
4/21/2020,Colorado,10368,349,485,37
4/21/2020,South Dakota,1754,69,8,1
4/21/2020,Massachusetts,41199,1556,1961,152
4/21/2020,Oklahoma,2807,127,164,21
4/21/2020,Kansas,2025,39,107,7
4/21/2020,Republic of Palau,0,0,0,0
4/21/2020,Hawaii,584,6,12,2
4/22/2020,South Dakota,1858,104,9,1
4/22/2020,Iowa,3748,107,90,7
4/22/2020,Northern Mariana Islands,14,0,2,0
4/22/2020,Alaska,335,6,9,0
4/22/2020,Massachusetts,42944,1745,2182,221
4/22/2020,Kansas,2211,186,110,3
4/22/2020,Arkansas,2281,19,42,-1
4/22/2020,Colorado,10825,457,507,22
4/22/2020,Ohio,14117,392,610,53
4/22/2020,Marshall Islands,0,0,0,0
4/22/2020,Tennessee,7572,178,165,8
4/22/2020,Puerto Rico,1213,0,62,0
4/22/2020,American Samoa,0,0,0,0
4/22/2020,Virginia,10998,1368,372,48
4/22/2020,New Hampshire,1588,97,48,6
4/22/2020,Oregon,2059,57,78,0
4/22/2020,Montana,442,3,14,1
4/22/2020,Minnesota,2721,0,179,0
4/22/2020,Michigan,33966,999,2813,113
4/22/2020,Rhode Island,6012,296,186,5
4/22/2020,New Jersey,95865,3478,5063,310
4/22/2020,Arizona,5459,208,229,21
4/22/2020,Missouri,6137,196,208,19
4/22/2020,Mississippi,5153,437,201,18
4/22/2020,Maine,907,19,39,3
4/22/2020,District of Columbia,3206,108,127,15
4/22/2020,Idaho,1802,36,54,3
4/22/2020,Vermont,823,5,40,0
4/22/2020,Wisconsin,4845,225,246,4
4/22/2020,North Dakota,679,35,14,1
4/22/2020,Guam,138,2,5,0
4/22/2020,Louisiana,25317,463,1532,127
4/22/2020,Alabama,5831,163,187,7
4/22/2020,California,35396,2135,1354,86
4/22/2020,Maryland,15737,962,748,50
4/22/2020,Indiana,12438,341,661,31
4/22/2020,Delaware,3308,108,92,3
4/22/2020,South Carolina,4884,145,183,4
4/22/2020,Virgin Islands,54,0,3,0
4/22/2020,Illinois,35108,2049,1565,97
4/22/2020,Connecticut,22469,2109,1544,121
4/22/2020,Nebraska,1813,91,42,4
4/22/2020,Kentucky,3373,181,185,14
4/22/2020,North Carolina,7220,269,242,29
4/22/2020,Nevada,4081,144,179,9
4/22/2020,Wyoming,447,6,6,0
4/22/2020,Washington,12494,212,692,10
4/22/2020,Federated States of Micronesia,0,0,0,0
4/22/2020,Texas,21069,873,543,26
4/22/2020,Utah,3540,171,35,1
4/22/2020,Oklahoma,2894,87,170,6
4/22/2020,Pennsylvania,35684,1156,1622,58
4/22/2020,Republic of Palau,0,0,0,0
4/22/2020,New Mexico,2210,138,71,6
4/22/2020,West Virginia,963,49,29,3
4/22/2020,Hawaii,589,5,12,0
4/22/2020,Florida,27791,664,927,60
4/22/2020,Georgia,19925,897,838,17
4/23/2020,Northern Mariana Islands,14,0,2,0
4/23/2020,Alaska,337,2,9,0
4/23/2020,Puerto Rico,1416,203,69,7
4/23/2020,Iowa,3924,176,96,6
4/23/2020,West Virginia,981,18,31,2
4/23/2020,Tennessee,8281,709,170,5
4/23/2020,Connecticut,23100,631,1639,95
4/23/2020,Oregon,2127,68,83,5
4/23/2020,Virginia,11594,596,410,38
4/23/2020,Minnesota,3185,464,221,42
4/23/2020,Missouri,6321,184,218,10
4/23/2020,Rhode Island,6256,244,189,3
4/23/2020,Vermont,825,2,43,3
4/23/2020,California,37369,1973,1469,115
4/23/2020,Indiana,13039,601,706,45
4/23/2020,Maine,937,30,44,5
4/23/2020,Virgin Islands,54,0,3,0
4/23/2020,Nevada,4208,127,197,18
4/23/2020,Michigan,35291,1325,2977,164
4/23/2020,Guam,140,2,5,0
4/23/2020,Idaho,1836,34,54,0
4/23/2020,Nebraska,2124,311,47,5
4/23/2020,Arizona,5769,310,249,20
4/23/2020,Louisiana,25798,481,1599,67
4/23/2020,Delaware,3442,134,100,8
4/23/2020,New Hampshire,1670,82,51,3
4/23/2020,Federated States of Micronesia,0,0,0,0
4/23/2020,Alabama,6071,240,198,11
4/23/2020,Maryland,16616,879,798,50
4/23/2020,District of Columbia,3361,155,139,12
4/23/2020,Kentucky,3481,108,191,6
4/23/2020,Illinois,36934,1826,1688,123
4/23/2020,Mississippi,5434,281,209,8
4/23/2020,Montana,444,2,14,0
4/23/2020,Wyoming,453,6,7,1
4/23/2020,North Dakota,709,30,15,1
4/23/2020,North Carolina,7608,388,253,11
4/23/2020,Wisconsin,5052,207,257,11
4/23/2020,New Jersey,99989,4124,5368,305
4/23/2020,South Carolina,5032,148,193,10
4/23/2020,Washington,12753,259,711,19
4/23/2020,Oklahoma,3017,123,179,9
4/23/2020,Colorado,11182,357,551,44
4/23/2020,Georgia,20856,931,873,35
4/23/2020,Utah,3722,182,38,3
4/23/2020,Kansas,2482,271,112,2
4/23/2020,New Mexico,2379,169,78,7
4/23/2020,Massachusetts,46023,3079,2360,178
4/23/2020,Pennsylvania,37053,1369,1421,-201
4/23/2020,Florida,28843,1052,987,60
4/23/2020,Texas,21944,875,561,18
4/23/2020,Republic of Palau,0,0,0,0
4/23/2020,Marshall Islands,0,0,0,0
4/23/2020,American Samoa,0,0,0,0
4/23/2020,Arkansas,2465,184,45,3
4/23/2020,Hawaii,592,3,12,0
4/23/2020,Ohio,14694,577,656,46
4/23/2020,South Dakota,1956,98,9,0
4/24/2020,Pennsylvania,38652,1599,1492,71
4/24/2020,Utah,3782,60,39,1
4/24/2020,Massachusetts,50969,4946,2556,196
4/24/2020,South Dakota,2040,84,10,1
4/24/2020,Georgia,21537,681,899,26
4/24/2020,Hawaii,594,2,13,1
4/24/2020,Marshall Islands,0,0,0,0
4/24/2020,New Mexico,2521,142,84,6
4/24/2020,Texas,22806,862,593,32
4/24/2020,Republic of Palau,0,0,0,0
4/24/2020,Arkansas,2810,345,47,2
4/24/2020,Alaska,339,2,9,0
4/24/2020,Iowa,4445,521,107,11
4/24/2020,Kansas,2777,295,111,-1
4/24/2020,Indiana,13680,641,741,35
4/24/2020,District of Columbia,3528,167,153,14
4/24/2020,Kentucky,3779,298,200,9
4/24/2020,Nevada,4398,190,203,6
4/24/2020,Maine,965,28,47,3
4/24/2020,Guam,141,1,5,0
4/24/2020,California,39254,1885,1562,93
4/24/2020,Federated States of Micronesia,0,0,0,0
4/24/2020,North Dakota,748,39,15,0
4/24/2020,Wisconsin,5356,304,262,5
4/24/2020,Minnesota,3185,0,221,0
4/24/2020,Illinois,39658,2724,1795,107
4/24/2020,Connecticut,23921,821,1764,125
4/24/2020,Mississippi,5434,0,209,0
4/24/2020,Idaho,1870,34,54,0
4/24/2020,South Carolina,5207,175,203,10
4/24/2020,Alabama,6026,-45,209,11
4/24/2020,New Jersey,102196,2207,5617,249
4/24/2020,Virginia,12366,772,436,26
4/24/2020,Oregon,2177,50,86,3
4/24/2020,Arizona,6045,276,266,17
4/24/2020,Missouri,6625,304,262,44
4/24/2020,Delaware,3442,0,100,0
4/24/2020,Vermont,827,2,44,1
4/24/2020,Michigan,36627,1336,3084,107
4/24/2020,Nebraska,2421,297,50,3
4/24/2020,Virgin Islands,54,0,3,0
4/24/2020,New Hampshire,1720,50,53,2
4/24/2020,Wyoming,473,20,7,0
4/24/2020,Louisiana,26140,342,1601,2
4/24/2020,Montana,444,0,14,0
4/24/2020,Maryland,16616,0,798,0
4/24/2020,Washington,12977,224,723,12
4/24/2020,Rhode Island,6699,443,202,13
4/24/2020,North Carolina,8052,444,269,16
4/24/2020,Florida,29707,864,1046,59
4/24/2020,West Virginia,1010,29,32,1
4/24/2020,Ohio,15169,475,690,34
4/24/2020,Puerto Rico,1416,0,69,0
4/24/2020,American Samoa,0,0,0,0
4/24/2020,Northern Mariana Islands,14,0,2,0
4/24/2020,Colorado,12184,1002,672,121
4/24/2020,Oklahoma,3121,104,188,9
4/24/2020,Tennessee,8742,461,168,-2
4/25/2020,Texas,23773,967,623,30
4/25/2020,Marshall Islands,0,0,0,0
4/25/2020,Oklahoma,3193,72,194,6
4/25/2020,Republic of Palau,0,0,0,0
4/25/2020,Florida,29996,289,1055,9
4/25/2020,Northern Mariana Islands,14,0,2,0
4/25/2020,Alaska,339,0,9,0
4/25/2020,Ohio,15587,418,711,21
4/25/2020,New Mexico,2660,139,93,9
4/25/2020,Connecticut,24582,661,1862,98
4/25/2020,Alabama,6213,187,213,4
4/25/2020,Guam,141,0,5,0
4/25/2020,California,41137,1883,1651,89
4/25/2020,New Hampshire,1787,67,60,7
4/25/2020,North Dakota,803,55,16,1
4/25/2020,Federated States of Micronesia,0,0,0,0
4/25/2020,District of Columbia,3699,171,165,12
4/25/2020,Michigan,37184,557,3273,189
4/25/2020,Minnesota,3446,261,244,23
4/25/2020,Mississippi,5718,284,221,12
4/25/2020,Wyoming,491,18,7,0
4/25/2020,Delaware,3576,134,112,12
4/25/2020,Maryland,17766,1150,875,77
4/25/2020,Montana,445,1,14,0
4/25/2020,Illinois,41777,2119,1874,79
4/25/2020,Nebraska,2732,311,53,3
4/25/2020,Virginia,12366,0,436,0
4/25/2020,Nevada,4539,141,206,3
4/25/2020,North Carolina,8623,571,289,20
4/25/2020,Indiana,14395,715,872,131
4/25/2020,South Carolina,5464,257,212,9
4/25/2020,Idaho,1887,17,56,2
4/25/2020,Missouri,6826,201,273,11
4/25/2020,Vermont,843,16,46,2
4/25/2020,Louisiana,26512,372,1644,43
4/25/2020,Washington,13319,342,738,15
4/25/2020,Kentucky,3905,126,205,5
4/25/2020,Oregon,2253,76,87,1
4/25/2020,Wisconsin,5687,331,266,4
4/25/2020,Maine,990,25,50,3
4/25/2020,New Jersey,105523,3327,5863,246
4/25/2020,Arizona,6280,235,273,7
4/25/2020,Virgin Islands,55,1,3,0
4/25/2020,Rhode Island,7129,430,215,13
4/25/2020,Colorado,12868,684,670,-2
4/25/2020,Tennessee,8882,140,176,8
4/25/2020,American Samoa,0,0,0,0
4/25/2020,South Dakota,2147,107,10,0
4/25/2020,Kansas,3056,279,117,6
4/25/2020,Georgia,22223,686,897,-2
4/25/2020,Iowa,5092,647,112,5
4/25/2020,Utah,3948,166,41,2
4/25/2020,Massachusetts,53348,2379,2730,174
4/25/2020,Pennsylvania,40049,1397,1537,45
4/25/2020,Puerto Rico,1416,0,69,0
4/25/2020,Arkansas,2909,99,48,1
4/25/2020,Hawaii,596,2,14,1
4/25/2020,West Virginia,1025,15,33,1
4/26/2020,Pennsylvania,41165,1116,1550,13
4/26/2020,Texas,24631,858,648,25
4/26/2020,American Samoa,0,0,0,0
4/26/2020,Marshall Islands,0,0,0,0
4/26/2020,Northern Mariana Islands,14,0,2,0
4/26/2020,Florida,30680,684,1074,19
4/26/2020,Arkansas,2941,32,49,1
4/26/2020,Iowa,5475,383,118,6
4/26/2020,South Carolina,5615,151,227,15
4/26/2020,Wyoming,502,11,7,0
4/26/2020,Michigan,37778,594,3315,42
4/26/2020,Washington,13521,202,749,11
