submission_date,state_name,tot_cases,new_cases,tot_deaths,new_deaths
08/03/2020,Alabama,92661,1217,1633,6
12/11/2020,Virginia,278615,4177,4409,39
08/18/2020,Oregon,23676,225,397,1
03/25/2020,Wyoming,44,14,0,0
01/27/2021,New Jersey,676537,4810,21220,115
10/26/2020,Montana,28501,621,303,6
12/07/2020,North Carolina,399362,4372,5560,17
08/24/2020,Michigan,107686,878,6663,4
11/02/2020,Maine,6926,127,148,0
10/18/2020,Rhode Island,28532,126,1176,2
09/24/2020,Delaware,19947,0,630,0
02/11/2020,North Dakota,0,0,0,0
11/01/2020,Maine,6799,131,148,1
11/27/2020,New Hampshire,19313,537,517,3
03/06/2020,Washington,79,9,11,1
04/01/2021,Minnesota,521667,2138,6938,12
04/02/2021,North Dakota,103577,117,1466,0
07/12/2020,Wyoming,1862,23,21,0
02/22/2020,Minnesota,0,0,0,0
11/01/2020,District of Columbia,17369,103,646,0
04/18/2020,Federated States of Micronesia,0,0,0,0
02/26/2020,Idaho,0,0,0,0
11/24/2020,Maine,11027,227,190,1
03/19/2020,Virgin Islands,3,0,0,0
09/18/2020,Maine,5035,30,139,1
03/21/2020,Virginia,152,38,2,0
08/02/2020,New Jersey,184719,350,15836,6
03/13/2020,Arizona,10,1,0,0
01/17/2021,North Carolina,674637,6811,8083,67
02/25/2020,Alabama,0,0,0,0
03/09/2020,Washington,162,26,21,3
03/25/2020,Indiana,477,112,14,2
07/04/2020,Idaho,7370,376,93,-20
03/18/2020,Indiana,39,9,2,0
07/14/2020,Virginia,73527,1084,1992,15
12/12/2020,New Jersey,435376,6795,17732,70
01/27/2021,Minnesota,457317,827,6192,18
03/21/2021,Guam,7780,0,134,0
03/03/2020,Oregon,3,0,0,0
07/01/2020,Oregon,8931,275,208,1
01/08/2021,Illinois,1017322,9277,19108,167
06/07/2020,Louisiana,42816,330,2936,11
10/14/2020,Maryland,133548,630,4028,6
10/25/2020,Vermont,2073,30,58,0
03/28/2021,Nevada,303061,143,5236,0
03/18/2020,North Dakota,7,2,0,0
03/26/2020,Montana,90,25,1,1
09/06/2020,Minnesota,81225,638,1912,3
06/22/2020,Federated States of Micronesia,0,0,0,0
03/16/2020,North Dakota,1,0,0,0
09/21/2020,Nevada,76239,629,1573,15
11/09/2020,Mississippi,128138,933,3480,37
05/04/2020,New Hampshire,2588,70,86,0
02/16/2020,Connecticut,0,0,0,0
12/09/2020,District of Columbia,23854,265,704,3
02/10/2020,Delaware,0,0,0,0
12/15/2020,Maryland,241767,2405,5270,64
12/07/2020,Virginia,262730,3860,4260,52
02/11/2021,Montana,96842,247,1320,0
03/13/2021,Maryland,393441,860,8048,10
04/20/2020,Vermont,816,4,38,0
03/01/2021,District of Columbia,40684,86,1019,2
04/29/2020,Missouri,7384,156,318,4
11/28/2020,Federated States of Micronesia,0,0,0,0
01/24/2021,Guam,7547,0,128,0
11/27/2020,Rhode Island,55141,982,1396,9
01/31/2021,Delaware,78071,520,1090,9
10/05/2020,Maine,5565,20,142,0
12/15/2020,Oregon,96092,1082,1213,52
02/26/2021,Virgin Islands,2636,0,25,0
08/06/2020,Minnesota,59185,545,1681,4
02/05/2021,Vermont,12612,109,181,0
03/18/2021,Maine,48072,240,728,1
03/27/2021,Washington,361115,1449,5218,0
01/14/2021,Wyoming,48701,412,522,0
05/15/2020,Vermont,933,0,53,0
12/14/2020,Louisiana,269643,1030,6845,27
08/22/2020,Virgin Islands,932,0,10,0
03/24/2021,Connecticut,302022,1457,7852,7
05/28/2020,Connecticut,41559,271,3826,23
11/12/2020,Virginia,199263,1235,3785,27
05/12/2020,Indiana,25127,500,1578,38
03/27/2021,Nevada,302918,302,5236,10
07/28/2020,New Jersey,182471,538,15825,21
02/07/2021,Maryland,364553,903,7372,23
04/13/2020,Montana,398,4,7,1
12/20/2020,Illinois,900370,6003,16407,81
06/09/2020,Mississippi,18483,715,868,31
11/25/2020,Michigan,352433,4687,9170,76
09/18/2020,Connecticut,55527,141,4492,4
03/16/2021,Louisiana,438557,992,9925,22
10/21/2020,Connecticut,64871,416,4567,8
06/20/2020,Alabama,29549,532,838,15
02/29/2020,Oregon,1,1,0,0
12/01/2020,Missouri,323979,3704,4006,177
02/19/2021,Illinois,1170902,2219,22368,71
05/16/2020,North Dakota,1848,87,42,0
03/29/2020,Montana,173,26,2,1
03/29/2021,Vermont,19002,182,225,0
03/25/2020,Rhode Island,184,32,1,0
07/30/2020,Delaware,14689,0,581,0
11/30/2020,North Carolina,364512,2734,5261,21
03/26/2020,Nevada,535,214,10,4
12/29/2020,Kentucky,261492,2975,2594,31
04/06/2020,North Dakota,225,18,3,0
11/06/2020,Guam,5077,73,88,3
03/23/2021,Maryland,402600,1173,8214,19
11/13/2020,Minnesota,207339,5544,2895,46
01/31/2020,Indiana,0,0,0,0
03/25/2020,District of Columbia,231,48,3,1
01/18/2021,California,2973174,30699,33593,201
02/19/2020,Washington,1,0,0,0
03/10/2020,Minnesota,4,2,0,0
04/15/2020,Illinois,24593,1346,948,80
09/03/2020,Louisiana,151547,813,5021,17
02/25/2020,North Dakota,0,0,0,0
10/18/2020,Michigan,159119,0,7317,0
02/11/2021,Federated States of Micronesia,1,0,0,0
03/28/2020,Wisconsin,989,147,13,0
02/05/2020,Wisconsin,0,0,0,0
08/09/2020,New Jersey,187401,364,15874,5
08/28/2020,Virgin Islands,1118,43,14,0
05/24/2020,Nebraska,12134,145,150,3
10/29/2020,New Hampshire,10768,127,482,4
07/13/2020,Wyoming,1903,41,21,0
05/31/2020,Virginia,45398,791,1392,17
12/15/2020,District of Columbia,25339,301,720,4
02/17/2021,Nevada,289392,363,4774,41
05/14/2020,Nebraska,9416,341,113,6
09/12/2020,Minnesota,84311,1595,1971,22
05/19/2020,Connecticut,38430,314,3472,23
03/28/2021,Maryland,409076,1032,8260,9
05/24/2020,Virgin Islands,69,0,6,0
03/08/2020,Maine,0,0,0,0
05/21/2020,Rhode Island,13711,168,725,20
11/02/2020,Nevada,102114,635,1784,3
02/02/2020,Rhode Island,0,0,0,0
06/24/2020,Nebraska,18221,129,257,1
08/27/2020,Michigan,110343,863,6706,16
04/11/2020,Mississippi,2642,173,93,11
02/24/2021,Nevada,292059,516,4919,16
03/26/2020,Illinois,2538,673,26,7
01/24/2020,Vermont,0,0,0,0
06/23/2020,Mississippi,22898,611,989,11
06/23/2020,Louisiana,51595,1356,3134,17
05/20/2020,Washington,18971,160,1037,6
03/16/2021,Oregon,160050,262,2346,22
09/02/2020,California,712052,4255,13163,145
10/19/2020,Montana,23390,569,241,0
04/08/2021,Missouri,582679,789,8510,0
12/14/2020,Oregon,95010,1157,1161,6
01/18/2021,Arizona,679282,5400,11265,-1
10/02/2020,Wisconsin,134948,2825,1363,5
06/20/2020,Virginia,57994,551,1611,4
03/26/2021,New Jersey,887481,5599,24358,28
06/30/2020,South Carolina,37574,1982,802,17
07/15/2020,Missouri,29339,617,1103,10
04/15/2020,Michigan,28059,1058,1921,153
10/06/2020,Maryland,128644,440,3973,6
07/08/2020,New Hampshire,5952,20,386,2
03/30/2020,Vermont,256,21,12,0
07/20/2020,Virgin Islands,308,11,6,0
12/30/2020,Maine,24188,691,344,10
12/19/2020,Guam,7193,0,119,0
04/26/2020,Wyoming,502,11,7,0
03/02/2021,Maryland,383956,786,7919,14
02/25/2021,District of Columbia,40122,179,1005,4
08/31/2020,Wisconsin,80568,268,1130,0
04/15/2020,District of Columbia,2197,139,72,5
03/16/2020,Connecticut,41,15,0,0
11/11/2020,Minnesota,194570,4889,2810,58
03/23/2021,New Jersey,873840,4803,24242,61
05/14/2020,Idaho,2351,27,72,3
07/17/2020,Louisiana,88590,2179,3509,24
03/02/2020,Arizona,1,0,0,0
07/27/2020,Kentucky,27601,522,709,9
03/24/2020,Mississippi,377,57,2,1
03/02/2020,Mississippi,0,0,0,0
08/16/2020,North Dakota,8647,60,126,1
02/10/2020,Connecticut,0,0,0,0
09/26/2020,Delaware,20260,175,633,2
06/08/2020,North Carolina,36486,938,1006,10
07/15/2020,South Carolina,63833,1859,1162,37
04/15/2020,Missouri,4883,212,147,14
05/01/2020,Minnesota,5730,594,371,28
03/30/2020,Kentucky,480,41,11,2
10/19/2020,Minnesota,124439,0,2292,0
01/29/2020,Washington,1,0,0,0
08/06/2020,Guam,411,14,5,0
12/27/2020,Wisconsin,508580,2558,5039,10
09/23/2020,North Carolina,200802,1101,3338,52
01/24/2021,Delaware,74575,660,1041,5
04/30/2020,Indiana,17835,653,1114,49
03/10/2021,Indiana,669164,856,12775,13
09/17/2020,Alabama,141757,670,2401,9
02/25/2020,District of Columbia,0,0,0,0
06/15/2020,Rhode Island,16090,75,914,5
12/04/2020,Washington,174290,1853,2925,25
02/07/2020,Delaware,0,0,0,0
07/11/2020,Arizona,119930,3038,2151,69
07/27/2020,Michigan,87173,512,6405,5
02/02/2021,Indiana,629903,1512,10054,65
03/17/2020,North Dakota,5,4,0,0
10/30/2020,California,916918,4014,17571,30
04/07/2021,Missouri,581890,726,8510,1
03/17/2020,Maine,32,13,0,0
03/30/2020,Indiana,1786,272,35,3
03/25/2021,Missouri,574417,930,8438,3
12/14/2020,Nebraska,149344,483,1418,45
10/28/2020,Michigan,185934,3590,7606,41
04/23/2020,Maryland,16616,879,798,50
12/10/2020,California,1450235,29677,20463,220
03/01/2020,Alabama,0,0,0,0
11/19/2020,Indiana,275503,7281,5143,59
08/24/2020,Oregon,25155,218,420,3
12/29/2020,Guam,7308,15,121,0
02/17/2021,California,3416147,4090,47507,400
06/08/2020,Maryland,58904,500,2811,35
07/20/2020,Minnesota,47457,1253,1588,7
08/02/2020,Virgin Islands,438,0,8,0
04/05/2020,Nebraska,367,44,8,0
06/16/2020,Montana,630,18,20,1
04/28/2020,Virginia,14961,622,522,30
05/18/2020,Alabama,12587,816,496,8
03/23/2021,District of Columbia,43488,105,1051,1
01/11/2021,Wyoming,47395,563,489,0
03/04/2020,California,36,7,0,0
01/24/2020,Minnesota,0,0,0,0
07/27/2020,California,460550,6891,8445,29
04/12/2020,Washington,10411,187,508,17
11/06/2020,North Dakota,53204,1602,628,15
07/24/2020,North Dakota,5736,122,99,0
03/17/2021,Oregon,160286,236,2349,3
05/15/2020,Arizona,13169,495,651,27
02/21/2021,Delaware,84732,201,1367,1
03/20/2020,Idaho,31,8,0,0
04/05/2020,Maine,470,14,10,0
04/01/2020,Montana,228,25,5,0
03/09/2021,North Carolina,875903,997,11552,17
01/09/2021,Missouri,475393,2821,5944,32
04/09/2021,Minnesota,537828,2646,7010,10
02/02/2021,Idaho,163656,491,1741,6
05/27/2020,Michigan,55608,504,5334,68
06/07/2020,California,128812,2796,4626,67
10/05/2020,District of Columbia,15547,28,631,0
02/05/2021,Indiana,635171,1481,11686,49
06/19/2020,Kentucky,13454,257,522,2
10/20/2020,Maine,5989,0,146,0
10/26/2020,Michigan,179669,4057,7552,30
08/12/2020,Washington,64702,551,1724,8
05/25/2020,Arizona,16561,222,806,6
03/28/2021,Rhode Island,136482,226,2618,3
07/13/2020,Federated States of Micronesia,0,0,0,0
09/02/2020,Missouri,87650,1650,1542,4
01/08/2021,California,2568641,50030,28538,493
01/27/2021,Washington,305289,1807,4211,44
03/29/2021,Idaho,179763,335,1957,3
03/05/2021,Idaho,172827,240,1876,0
11/18/2020,Nebraska,106617,2812,826,10
12/27/2020,District of Columbia,28202,492,768,6
08/14/2020,Louisiana,136737,1298,4430,28
08/12/2020,South Carolina,105648,747,2299,29
04/21/2020,Delaware,3200,455,89,17
02/10/2021,Wisconsin,603255,999,6705,42
11/09/2020,Maryland,156709,1338,4233,12
07/08/2020,North Carolina,77468,1449,1441,21
02/10/2020,Illinois,2,0,0,0
01/04/2021,Indiana,529688,3617,8514,39
01/31/2021,Maryland,355636,1163,7154,27
01/05/2021,Indiana,533083,3395,8663,149
02/25/2021,Mississippi,293542,731,6638,25
01/09/2021,Virgin Islands,2143,0,24,0
01/15/2021,Missouri,494090,3583,6253,52
08/31/2020,Arizona,201835,174,5029,-1
04/07/2021,Mississippi,306851,240,7083,6
08/16/2020,South Carolina,109695,579,2451,45
07/21/2020,Kentucky,24060,646,674,3
03/14/2021,Delaware,90381,225,1507,3
09/20/2020,District of Columbia,14955,53,620,1
05/02/2020,Vermont,886,7,51,1
04/18/2020,Arizona,4719,212,177,8
06/18/2020,Alabama,28214,887,810,18
06/24/2020,Vermont,1184,20,56,0
04/01/2020,Guam,77,6,3,1
08/02/2020,Indiana,67857,735,2975,4
06/14/2020,Connecticut,45088,94,4201,15
03/29/2021,Montana,104163,35,1436,0
03/01/2020,Wisconsin,0,0,0,0
09/17/2020,Kentucky,59370,606,1093,11
06/25/2020,Indiana,43655,515,2586,8
12/09/2020,North Dakota,86707,557,1103,23
02/03/2020,North Dakota,0,0,0,0
04/02/2021,Louisiana,445469,0,10161,0
02/22/2021,Federated States of Micronesia,1,0,0,0
04/30/2020,Maryland,23472,1730,1192,52
04/28/2020,Arizona,6948,232,293,18
04/21/2020,Louisiana,24854,331,1405,77
10/13/2020,Virgin Islands,1328,3,20,0
08/25/2020,Indiana,88421,829,3241,16
03/20/2020,District of Columbia,77,6,1,1
03/08/2020,District of Columbia,1,0,0,0
03/21/2020,Delaware,45,6,0,0
02/04/2021,New Jersey,709096,3289,21793,100
03/15/2021,Idaho,175657,421,1916,6
02/03/2020,Guam,0,0,0,0
04/02/2020,Rhode Island,747,65,16,4
04/26/2020,Connecticut,25269,687,1924,62
03/22/2021,Montana,103098,38,1414,0
04/11/2020,Maine,616,33,19,2
07/05/2020,Missouri,23146,287,1028,1
02/28/2020,Washington,1,0,0,0
03/28/2020,Montana,147,26,1,0
09/13/2020,Rhode Island,22910,56,1096,0
12/27/2020,Louisiana,299722,3223,7291,19
04/21/2020,Wyoming,441,13,6,4
12/01/2020,New Hampshire,21766,772,528,2
09/12/2020,New Hampshire,7652,32,435,1
05/01/2020,Mississippi,7212,0,281,-1
01/29/2021,Alabama,455582,2848,7566,226
01/21/2021,District of Columbia,34612,209,864,1
02/13/2021,California,3391036,9421,46435,433
09/14/2020,Virgin Islands,1221,0,19,0
07/02/2020,Wisconsin,32809,584,800,7
06/15/2020,Wisconsin,25480,185,700,2
12/02/2020,Louisiana,241335,3595,6501,46
10/05/2020,Vermont,1817,32,58,0
12/28/2020,Guam,7293,12,121,0
03/05/2021,Nebraska,202310,0,2112,0
05/17/2020,New Hampshire,3596,40,172,1
09/01/2020,Rhode Island,21978,69,1080,2
08/24/2020,Connecticut,52011,492,4460,0
11/08/2020,North Carolina,293339,2094,4607,2
01/16/2021,Washington,285970,0,3903,0
08/03/2020,District of Columbia,12313,39,586,0
12/05/2020,Mississippi,164931,1473,3961,12
03/08/2020,Connecticut,1,1,0,0
02/09/2021,Nebraska,194630,462,1986,8
04/16/2020,Wisconsin,3875,154,197,15
03/02/2020,North Carolina,1,1,0,0
10/21/2020,Indiana,152396,1732,4023,15
02/08/2021,Louisiana,412989,1177,9142,23
05/28/2020,Federated States of Micronesia,0,0,0,0
06/18/2020,Oregon,6366,148,187,4
10/04/2020,Guam,2617,0,49,0
06/26/2020,Guam,247,0,5,0
01/17/2021,California,2942475,42229,33392,432
01/29/2021,California,3205947,19337,39578,617
09/29/2020,New Jersey,209774,568,16297,190
08/16/2020,Montana,5779,120,82,0
10/14/2020,New Jersey,222986,1145,16191,9
06/08/2020,Oregon,4922,114,164,0
10/19/2020,Mississippi,111322,730,3202,31
02/08/2021,Guam,7673,9,130,0
09/04/2020,Indiana,97884,1030,3350,18
01/28/2021,Kentucky,355877,2934,3611,69
03/15/2021,Vermont,16992,102,214,0
02/10/2020,Indiana,0,0,0,0
12/03/2020,Minnesota,333626,6149,3843,92
10/22/2020,Connecticut,65373,502,4569,2
12/31/2020,Delaware,58064,1468,930,9
01/12/2021,Nevada,252842,2593,3546,46
08/02/2020,Nevada,50437,1131,858,0
10/02/2020,North Dakota,23134,440,271,7
02/11/2020,Michigan,0,0,0,0
08/22/2020,Nevada,65334,637,1227,12
06/01/2020,Illinois,121234,974,5412,22
11/04/2020,Louisiana,190164,1016,5975,24
06/16/2020,Missouri,16430,188,882,2
01/07/2021,Federated States of Micronesia,0,0,0,0
05/30/2020,Vermont,977,2,55,0
03/16/2020,Federated States of Micronesia,0,0,0,0
04/09/2021,Indiana,696175,1339,13131,17
09/22/2020,California,784324,2630,15071,53
02/29/2020,Montana,0,0,0,0
02/23/2020,Connecticut,0,0,0,0
06/07/2020,Virgin Islands,71,0,6,0
03/09/2020,New Jersey,8,2,0,0
03/28/2021,California,3562191,2998,57746,195
11/07/2020,Virginia,192176,1302,3707,3
02/25/2021,New Hampshire,74568,310,1163,6
06/23/2020,New Jersey,170232,38,12949,54
02/27/2021,Delaware,86517,419,1418,0
09/12/2020,North Dakota,15577,426,168,1
05/14/2020,New Jersey,142843,1162,9946,244
04/14/2020,Vermont,750,2,29,1
09/07/2020,Federated States of Micronesia,0,0,0,0
06/16/2020,Louisiana,47706,534,3042,24
09/02/2020,Nevada,70122,238,1365,23
02/01/2020,Alabama,0,0,0,0
08/19/2020,Indiana,82336,489,3180,15
06/06/2020,Idaho,3139,28,83,0
09/07/2020,District of Columbia,14315,36,611,0
05/10/2020,Guam,151,0,5,0
09/25/2020,Missouri,123898,2361,1994,42
03/25/2020,Maine,147,29,0,0
11/05/2020,Kentucky,115277,2268,1534,20
11/10/2020,Nevada,112304,1322,1859,7
09/25/2020,Virginia,145408,975,3144,8
08/09/2020,North Carolina,137707,1626,2168,8
12/29/2020,Illinois,948006,5644,17596,126
11/13/2020,North Carolina,305233,1779,4720,14
03/30/2021,Kentucky,426073,740,6065,13
05/11/2020,South Carolina,7860,139,362,10
03/07/2021,Rhode Island,128897,191,2563,4
08/07/2020,Oregon,20636,411,348,9
08/29/2020,Arizona,201287,629,5007,29
01/30/2020,Nebraska,0,0,0,0
02/13/2021,New Jersey,743819,3757,22440,47
10/09/2020,South Carolina,156545,1186,3627,17
01/30/2020,Oregon,0,0,0,0
01/31/2020,Arizona,1,0,0,0
10/19/2020,South Carolina,165597,622,3788,23
03/02/2021,Missouri,559247,721,8148,216
10/11/2020,Oregon,37255,729,599,2
11/23/2020,Kentucky,160232,2132,1792,5
01/14/2021,Connecticut,221544,968,6553,17
03/01/2021,Mississippi,295295,301,6724,43
01/28/2020,New Hampshire,0,0,0,0
08/20/2020,California,644751,5920,11686,163
03/20/2021,Wyoming,55581,0,693,0
04/10/2021,Kentucky,432720,500,6241,10
01/27/2021,Idaho,161212,620,1714,26
01/27/2020,Alabama,0,0,0,0
06/30/2020,Washington,32824,571,1332,12
02/05/2021,North Carolina,787349,5547,9841,113
06/14/2020,Mississippi,19799,451,895,6
10/01/2020,Virginia,149687,966,3250,22
02/26/2020,Nevada,0,0,0,0
03/13/2020,Virginia,29,0,0,0
04/01/2020,Oregon,736,46,18,0
02/03/2021,New Jersey,705807,2311,21693,109
03/13/2020,Nevada,11,0,0,0
03/02/2020,Kentucky,0,0,0,0
09/29/2020,Rhode Island,24787,183,1124,1
05/28/2020,Wyoming,876,16,15,1
01/02/2021,Arizona,539150,8883,9061,46
07/27/2020,Delaware,14476,70,580,1
03/16/2021,Wyoming,55352,25,693,2
04/08/2020,South Carolina,2642,139,82,12
09/18/2020,Delaware,19449,71,621,2
11/22/2020,Rhode Island,50678,457,1344,12
01/28/2021,New Hampshire,64258,696,1022,16
09/25/2020,Mississippi,96032,0,2894,0
01/28/2021,New Jersey,681283,4746,21301,81
08/31/2020,New Jersey,195470,400,15945,8
11/01/2020,Missouri,195499,2766,3026,0
12/06/2020,Maryland,217329,2302,4865,19
02/19/2020,New Hampshire,0,0,0,0
03/20/2021,Louisiana,439737,0,9988,0
09/03/2020,South Carolina,126652,1452,2974,32
06/30/2020,Illinois,144238,724,7124,21
08/01/2020,Federated States of Micronesia,0,0,0,0
04/10/2020,Alabama,3008,170,58,10
07/22/2020,Oregon,15394,255,271,2
05/23/2020,South Carolina,10269,271,449,5
07/29/2020,Michigan,88974,1016,6422,1
08/17/2020,Michigan,102749,490,6592,0
05/10/2020,Nebraska,8315,81,98,2
09/10/2020,Connecticut,54093,222,4478,4
02/24/2021,Vermont,14768,77,201,0
09/01/2020,Minnesota,77085,1221,1882,16
03/30/2021,Nevada,303494,221,5239,2
10/24/2020,Alabama,183276,2360,2866,7
08/15/2020,Nevada,60814,859,1097,24
05/31/2020,Montana,515,10,17,0
06/25/2020,North Carolina,57218,1024,1290,19
10/06/2020,Vermont,1821,4,58,0
10/15/2020,Washington,96185,676,2232,11
07/11/2020,North Dakota,4243,89,87,2
08/09/2020,Arizona,186923,816,4150,13
10/22/2020,Maryland,138691,712,4078,8
10/22/2020,Wisconsin,195823,3632,1725,23
07/11/2020,California,312344,8047,6945,94
05/13/2020,Nevada,6405,83,342,10
04/24/2020,Kentucky,3779,298,200,9
01/07/2021,Minnesota,429570,1983,5640,44
01/24/2020,Kentucky,0,0,0,0
09/16/2020,Nevada,74442,434,1529,38
04/28/2020,Mississippi,6569,227,250,11
03/15/2020,New Hampshire,13,7,0,0
02/04/2020,Arizona,1,0,0,0
02/20/2021,Washington,333794,890,4822,0
12/19/2020,Wyoming,41488,129,351,0
01/15/2021,Indiana,583160,4666,9246,44
10/14/2020,Vermont,1903,17,58,0
05/07/2020,Alabama,9243,552,370,27
02/01/2021,North Carolina,761302,3776,9342,7
07/06/2020,Mississippi,31257,0,1114,0
01/10/2021,Nevada,248568,2259,3467,17
08/24/2020,North Carolina,158678,1389,2535,4
08/31/2020,Rhode Island,21909,86,1078,1
09/28/2020,California,805263,2955,15608,21
02/19/2020,Oregon,0,0,0,0
07/13/2020,Wisconsin,40382,505,827,7
01/07/2021,Delaware,62949,1220,949,2
04/24/2020,Michigan,36627,1336,3084,107
04/25/2020,Nebraska,2732,311,53,3
02/11/2021,Maine,42259,201,643,2
09/15/2020,Maryland,117888,643,3855,6
05/30/2020,Maryland,52778,763,2532,23
07/16/2020,Maryland,76371,707,3359,12
04/23/2020,Virginia,11594,596,410,38
04/25/2020,Guam,141,0,5,0
09/20/2020,Wisconsin,107292,1735,1250,1
07/17/2020,North Dakota,4907,115,90,1
04/25/2020,California,41137,1883,1651,89
12/20/2020,Virginia,310889,4041,4654,4
02/18/2020,Oregon,0,0,0,0
03/22/2021,Maryland,401427,722,8195,11
03/11/2021,Washington,347884,753,5107,7
11/28/2020,New Jersey,358572,3740,16965,23
11/21/2020,Rhode Island,50221,743,1332,10
03/15/2020,Louisiana,101,68,2,2
04/09/2020,Michigan,21504,1158,1076,117
05/17/2020,Virginia,31140,752,1014,5
11/24/2020,Wisconsin,386441,6748,3272,114
10/05/2020,Michigan,142726,1455,7139,15
03/17/2021,North Dakota,101403,119,1459,0
01/03/2021,Louisiana,321058,5783,7537,49
04/27/2020,Nevada,4690,88,213,0
01/29/2021,Wisconsin,589384,1804,6390,56
05/11/2020,Delaware,6741,176,237,12
07/19/2020,California,384692,9329,7685,90
01/25/2020,Connecticut,0,0,0,0
08/31/2020,Kentucky,48396,364,933,3
12/23/2020,North Dakota,90948,225,1260,17
10/15/2020,Connecticut,62028,167,4540,3
11/26/2020,Virginia,230445,1544,4044,15
01/31/2020,California,3,1,0,0
05/28/2020,Kentucky,9184,107,409,9
10/07/2020,Illinois,310380,2630,9127,42
03/28/2021,New Jersey,896652,4509,24389,7
12/02/2020,Arizona,340979,3840,6739,52
03/10/2021,Arizona,828630,830,16404,78
06/23/2020,Montana,766,32,21,0
01/03/2021,Michigan,538121,0,13306,0
12/01/2020,Nevada,154867,2698,2166,22
04/22/2020,District of Columbia,3206,108,127,15
04/19/2020,Federated States of Micronesia,0,0,0,0
04/24/2020,Nevada,4398,190,203,6
03/25/2021,Indiana,680998,952,12982,7
03/21/2021,Washington,355412,630,5174,0
04/08/2021,Wyoming,56802,102,701,0
11/29/2020,Nebraska,126466,1143,989,0
04/24/2020,Maine,965,28,47,3
08/14/2020,Oregon,22613,313,385,2
02/21/2021,Federated States of Micronesia,1,0,0,0
07/09/2020,Illinois,151572,1018,7329,20
10/30/2020,Mississippi,120160,824,3334,6
05/15/2020,Wisconsin,11685,410,445,11
08/20/2020,Washington,69389,700,1837,15
07/16/2020,Nevada,32120,1447,651,8
01/25/2020,Kentucky,0,0,0,0
12/24/2020,New Hampshire,38902,390,690,13
08/28/2020,Maine,4436,-1,132,0
05/31/2020,New Hampshire,4651,106,245,3
12/03/2020,Virgin Islands,1613,24,23,0
12/06/2020,Guam,7004,45,113,0
07/12/2020,Federated States of Micronesia,0,0,0,0
09/30/2020,Minnesota,99134,687,2089,17
04/07/2021,Michigan,795492,9369,17373,30
02/14/2020,Virginia,0,0,0,0
04/04/2021,Federated States of Micronesia,1,0,0,0
09/09/2020,Kentucky,53977,658,1013,16
04/12/2020,North Carolina,4520,208,81,1
09/22/2020,Indiana,112626,599,3520,8
03/02/2020,Oregon,3,2,0,0
07/02/2020,Federated States of Micronesia,0,0,0,0
10/17/2020,Washington,97671,777,2239,0
12/02/2020,Nevada,156996,2129,2201,35
11/28/2020,Indiana,329008,4471,5663,69
02/17/2020,Louisiana,0,0,0,0
02/24/2021,Maine,44117,217,701,24
12/13/2020,Nevada,186833,2882,2539,19
11/13/2020,Maryland,164090,2321,4293,20
06/08/2020,Guam,180,1,5,0
10/20/2020,Idaho,54663,873,535,4
01/24/2020,Maryland,0,0,0,0
02/06/2020,Guam,0,0,0,0
01/07/2021,Virginia,387917,5238,5312,37
01/03/2021,Montana,82381,437,972,1
08/09/2020,South Carolina,103021,1082,2198,40
02/08/2021,Alabama,473348,925,8523,8
09/24/2020,New Hampshire,8044,37,438,0
10/25/2020,Delaware,24168,321,685,5
03/26/2020,Federated States of Micronesia,0,0,0,0
02/27/2020,North Carolina,0,0,0,0
01/10/2021,Oregon,125683,1207,1605,2
03/21/2020,Montana,27,6,0,0
11/15/2020,Virginia,204638,2677,3805,5
08/04/2020,New Jersey,185421,391,15857,11
05/20/2020,Missouri,11220,133,631,15
09/12/2020,Guam,1863,0,23,0
10/20/2020,Vermont,1956,0,58,0
10/03/2020,California,819436,2159,16074,88
03/11/2021,Mississippi,299887,763,6883,19
02/24/2021,Guam,7729,0,130,0
10/26/2020,Maryland,141741,897,4108,9
03/07/2020,Connecticut,0,0,0,0
08/04/2020,Washington,59379,664,1619,19
02/17/2021,Connecticut,271356,534,7476,27
04/25/2020,New Hampshire,1787,67,60,7
04/19/2020,Idaho,1672,4,45,1
12/30/2020,Oregon,112260,1033,1468,19
07/10/2020,California,304297,7798,6851,140
08/24/2020,New Hampshire,7134,27,429,0
05/02/2020,New Jersey,123736,2531,7742,204
03/07/2021,Nevada,296190,230,5037,1
07/23/2020,North Carolina,107432,1945,1726,28
11/23/2020,Virginia,223583,2544,3979,37
04/16/2020,Minnesota,2013,151,101,11
04/06/2021,Minnesota,530662,3012,6967,4
02/23/2021,Illinois,1177320,1665,22528,22
09/10/2020,Michigan,120846,983,6894,7
03/21/2021,New Hampshire,80543,227,1217,0
02/26/2020,Wyoming,0,0,0,0
09/28/2020,Federated States of Micronesia,0,0,0,0
03/14/2021,Minnesota,497392,997,6814,5
01/29/2020,New Hampshire,0,0,0,0
03/04/2020,Minnesota,0,0,0,0
08/30/2020,Montana,7340,89,104,0
12/09/2020,Kentucky,209136,3468,2118,16
01/28/2021,Missouri,523975,2532,6739,14
10/24/2020,Virgin Islands,1348,2,21,0
03/12/2021,Indiana,671023,949,12824,22
12/14/2020,Alabama,297895,2264,4102,0
05/31/2020,Nebraska,14101,196,170,0
02/07/2021,Montana,95790,73,1314,2
07/15/2020,Illinois,157825,1187,7427,8
01/02/2021,Maine,25590,347,359,1
03/15/2021,Federated States of Micronesia,1,0,0,0
10/20/2020,Indiana,150664,1498,4008,48
